Last Song, The (2010);Drama|Romance;NoTags
Cyrus (2010);Comedy|Drama|Romance;NoTags
Human Centipede, The (First Sequence) (2009);Horror;NoTags
Exit Through the Gift Shop (2010);Comedy|Documentary;NoTags
Iron Man 2 (2010);Action|Adventure|Sci-Fi|Thriller|IMAX;NoTags
MacGruber (2010);Action|Comedy;NoTags
Three Men and a Cradle (3 hommes et un couffin) (1985);Comedy;NoTags
Sky Crawlers, The (Sukai kurora) (2008);Adventure|Animation|Drama;NoTags
Cargo (2009);Sci-Fi;NoTags
Nightmare on Elm Street, A (2010);Fantasy|Horror|Thriller;NoTags
Four Lions (2010);Comedy|Drama;NoTags
St Trinian's 2: The Legend of Fritton's Gold (2009);Adventure|Comedy;NoTags
12 Angry Men (1997);Crime|Drama;NoTags
Robin Hood (2010);Action|Adventure|Drama|Romance|War;NoTags
Lovers & Leavers (Kuutamolla) (2002);Drama|Romance;NoTags
Merantau (2009);Action|Drama;NoTags
Stingray Sam (2009);Comedy|Musical|Sci-Fi|Western;NoTags
Cemetery Junction (2010);Comedy|Drama|Romance;NoTags
Blue Valentine (2010);Drama|Romance;NoTags
Killers (2010);Action|Comedy;NoTags
Buried (2010);Mystery|Thriller;NoTags
Shake Hands with the Devil (2007);Drama|War;NoTags
Prince of Persia: The Sands of Time (2010);Action|Adventure|Fantasy|Romance|IMAX;NoTags
Please Give (2010);Comedy|Drama;NoTags
Baarìa (2009);Comedy|Drama|War;NoTags
Ricky Gervais Live: Animals (2003);Comedy;NoTags
Sex and the City 2 (2010);Comedy|Drama|Romance;NoTags
Get Him to the Greek (2010);Comedy;NoTags
Unthinkable (2010);Drama|Thriller;NoTags
Back-up Plan, The (2010);Comedy|Romance;NoTags
Splice (2009);Horror|Sci-Fi|Thriller;NoTags
Letters to Juliet (2010);Drama|Romance;NoTags
Exam (2009);Mystery|Thriller;NoTags
Jonah Hex (2010);Action|Drama|Thriller|Western;NoTags
A-Team, The (2010);Action|Comedy|Thriller;NoTags
Toy Story 3 (2010);Adventure|Animation|Children|Comedy|Fantasy|IMAX;NoTags
Ricky Gervais Live 3: Fame (2007);Comedy;NoTags
Winter's Bone (2010);Drama|Thriller;NoTags
Scalphunters, The (1968);Comedy|Western;NoTags
Barking Dogs Never Bite (Flandersui gae) (2000);Comedy|Horror;NoTags
Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010);Adventure|Animation|Children|Comedy|Fantasy|IMAX;NoTags
TiMER (2009);Comedy|Drama|Fantasy|Romance;NoTags
Best Worst Movie (2009);Documentary;NoTags
Twilight Saga: Eclipse, The (2010);Fantasy|Romance|Thriller|IMAX;NoTags
Enter the Void (2009);Drama;NoTags
Last Airbender, The (2010);Action|Adventure|Fantasy;NoTags
Endgame (2009);Drama;NoTags
Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004);Documentary;NoTags
South Park: Imaginationland (2008);Animation|Comedy|Fantasy;NoTags
Predators (2010);Action|Sci-Fi|Thriller;NoTags
When You're Strange (2009);Documentary;NoTags
Despicable Me (2010);Animation|Children|Comedy|Crime;NoTags
Inception (2010);Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX;action|alternate reality|Leonardo DiCaprio|sci-fi|thought-provoking|visually appealing|dreamlike|surreal|visually appealing|big budget|clever|complicated|dead wife|great soundtrack|heist|intellectual|mindfuck|philosophy|psychological|psychology|suspense|thought-provoking|cerebral|dreamlike|philosophy|thought-provoking
Grown Ups (2010);Comedy;NoTags
Sorcerer's Apprentice, The (2010);Action|Adventure|Children|Comedy|Fantasy;NoTags
Knight and Day (2010);Action|Comedy|Romance;NoTags
Karate Kid, The (2010);Action|Children|Drama;NoTags
Kids Are All Right, The (2010);Comedy|Drama;NoTags
Serbian Film, A (Srpski film) (2010);Horror|Thriller;NoTags
Cherrybomb (2009);Drama|Thriller;NoTags
Batman: Under the Red Hood (2010);Action|Animation;NoTags
Salt (2010);Action|Thriller;NoTags
No. 1 Ladies' Detective Agency, The (2008);Comedy|Crime|Mystery;NoTags
Watch Out for the Automobile (Beregis avtomobilya) (1966);Comedy|Crime|Romance;NoTags
Mr. Nobody (2009);Drama|Fantasy|Romance|Sci-Fi;NoTags
Dinner for Schmucks (2010);Comedy;NoTags
Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002);Crime|Drama|Thriller;NoTags
Hellsinki (Rööperi) (2009);Crime;NoTags
Ip Man 2 (2010);Action;NoTags
Ramona and Beezus (2010);Children|Comedy;NoTags
Rebound, The (2009);Comedy|Romance;NoTags
Other Guys, The (2010);Action|Comedy;NoTags
Two Escobars, The (2010);Crime|Documentary;NoTags
Paper Man (2009);Comedy|Drama;NoTags
Expendables, The (2010);Action|Adventure|Thriller;NoTags
Scott Pilgrim vs. the World (2010);Action|Comedy|Fantasy|Musical|Romance;geeky|Michael Cera|stylized|video games
I Killed My Mother (J'ai tué ma mère) (2009);Drama;NoTags
Heartless (2009);Fantasy|Horror|Mystery|Thriller;NoTags
Piranha (Piranha 3D) (2010);Action|Horror|Thriller;NoTags
Extraordinary Adventures of Adèle Blanc-Sec, The (2010);Action|Adventure|Fantasy|Mystery;NoTags
Get Low (2009);Comedy|Drama|Mystery;NoTags
Joneses, The (2009);Comedy|Drama;NoTags
Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989);Action|Adventure|Animation|Fantasy|Sci-Fi;NoTags
Last Exorcism, The (2010);Horror|Thriller;NoTags
Sisters (Syostry) (2001);Action|Crime|Drama;NoTags
American, The (2010);Drama|Thriller;NoTags
Jackass 2.5 (2007);Comedy|Documentary;NoTags
Horde, The (La Horde) (2009);Action|Horror|Thriller;NoTags
Switch, The (2010);Comedy|Romance;NoTags
Machete (2010);Action|Adventure|Comedy|Crime|Thriller;NoTags
Going the Distance (2010);Comedy|Romance;NoTags
Resident Evil: Afterlife (2010);Action|Horror|Sci-Fi|Thriller|IMAX;NoTags
Princess (Prinsessa) (2010);Drama;NoTags
Social Network, The (2010);Drama;good dialogue|loneliness|witty
Man Vanishes, A (Ningen Johatsu) (1967);Documentary|Drama|Mystery;NoTags
Town, The (2010);Crime|Drama|Thriller;crime|FBI|romance|too much love interest
Easy A (2010);Comedy|Romance;NoTags
Eat Pray Love (2010);Drama|Romance;NoTags
Howl (2010);Drama;NoTags
I'm Still Here (2010);Comedy|Drama;NoTags
Patrik Age 1.5 (Patrik 1,5) (2008);Comedy|Drama|Romance;NoTags
Flipped (2010);Comedy|Drama|Romance;NoTags
Wall Street: Money Never Sleeps (2010);Drama;NoTags
Legend of the Guardians: The Owls of Ga'Hoole (2010);Adventure|Animation|Fantasy|IMAX;NoTags
It's Kind of a Funny Story (2010);Comedy|Drama;NoTags
Middle Men (2009);Comedy|Crime|Drama;NoTags
Alice in Wonderland (1933);Adventure|Children|Fantasy;NoTags
Let Me In (2010);Drama|Horror|Mystery;NoTags
Sintel (2010);Animation|Fantasy;adventure|animation|fantasy
Secretariat (2010);Adventure|Drama;NoTags
Devil (2010);Horror|Mystery|Thriller;NoTags
You Again (2010);Comedy;NoTags
Life as We Know It (2010);Comedy|Romance;NoTags
Catfish (2010);Documentary|Mystery;NoTags
You Will Meet a Tall Dark Stranger (2010);Comedy|Romance;NoTags
Stone (2010);Drama|Thriller;NoTags
Inside Job (2010);Documentary;business|corruption|economics|investor corruption|politics|truth
Monsters (2010);Drama|Sci-Fi;NoTags
Never Let Me Go (2010);Drama|Romance|Sci-Fi;NoTags
Illusionist, The (L'illusionniste) (2010);Animation;NoTags
Luck by Chance (2009);Drama;NoTags
Rubber (2010);Action|Adventure|Comedy|Crime|Drama|Film-Noir|Horror|Mystery|Thriller|Western;NoTags
Jackass 3D (2010);Action|Comedy|Documentary;NoTags
Restrepo (2010);Documentary|War;american idolatry
Waiting for 'Superman' (2010);Documentary;NoTags
Red (2010);Action|Comedy;NoTags
In a Better World (Hævnen) (2010);Drama;NoTags
Heartbreaker (L'Arnacoeur) (2010);Comedy|Romance;NoTags
Paranormal Activity 2 (2010);Horror|IMAX;NoTags
Heartbeats (Les amours imaginaires) (2010);Drama|Romance;NoTags
Hereafter (2010);Drama|Fantasy;NoTags
Undisputed III: Redemption (2010);Action|Crime|Drama;NoTags
Saw VII 3D - The Final Chapter (2010);Horror|Mystery|Thriller;NoTags
Due Date (2010);Comedy;NoTags
127 Hours (2010);Adventure|Drama|Thriller;stranded
Megamind (2010);Action|Animation|Children|Comedy|Sci-Fi|IMAX;NoTags
Black Swan (2010);Drama|Thriller;alter ego|atmospheric|creepy|horror|obsession|surreal
I Shot Jesse James (1949);Drama|Romance|Western;NoTags
Unstoppable (2010);Action|Drama|Thriller;NoTags
Morning Glory (2010);Comedy|Drama|Romance;NoTags
Certified Copy (Copie conforme) (2010);Drama;NoTags
Next Three Days, The (2010);Crime|Drama|Romance|Thriller;NoTags
Somewhere (2010);Drama;NoTags
Biutiful (2010);Drama;NoTags
First Beautiful Thing, The (La prima cosa bella) (2010);Comedy|Drama;NoTags
Harry Potter and the Deathly Hallows: Part 1 (2010);Action|Adventure|Fantasy|IMAX;NoTags
King's Speech, The (2010);Drama;NoTags
Tangled (2010);Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX;NoTags
Art of the Steal, The (2009);Documentary;NoTags
Fighter, The (2010);Drama;NoTags
Romantics, The (2010);Comedy|Drama|Romance;NoTags
Loved Ones, The (2009);Horror;NoTags
Casino Jack (2010);Comedy|Crime;NoTags
Vincent Wants to Sea (Vincent will meer) (2010);Drama;NoTags
London Boulevard (2010);Crime|Romance;NoTags
Skyline (2010);Sci-Fi|Thriller;NoTags
Beastly (2011);Drama|Fantasy|Romance;NoTags
Love and Other Drugs (2010);Comedy|Drama|Romance;NoTags
Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010);Adventure|Children|Fantasy;NoTags
Tourist, The (2010);Drama|Thriller;NoTags
Rare Exports: A Christmas Tale (Rare Exports) (2010);Action|Comedy;male nudity
Hatchet II (2010);Comedy|Horror|Thriller;NoTags
All Good Things (2010);Drama|Mystery|Thriller;NoTags
True Grit (2010);Western;atmospheric|Coen Brothers|Jeff Bridges|Matt Damon|predictable
Tron: Legacy (2010);Action|Adventure|Sci-Fi|IMAX;action choreography|Horrid characterisation|Poor plot development|sequel|soundtrack
How Do You Know (2010);Comedy|Drama|Romance;NoTags
Barney's Version (2010);Drama;NoTags
Company Men, The (2010);Drama;NoTags
One-Armed Swordsman, The (Dubei dao) (1967);Action|Drama;NoTags
I Saw the Devil (Akmareul boatda) (2010);Crime|Thriller;NoTags
Trash Humpers (2009);Drama;NoTags
Faster (2010);Action|Crime|Drama;NoTags
Little Big Soldier (Da bing xiao jiang) (2010);Action|Adventure|Comedy|Drama|War;NoTags
Rabbit Hole (2010);Drama;NoTags
One Week (1920);Comedy;NoTags
Little Fockers (2010);Comedy;NoTags
Gulliver's Travels (2010);Adventure|Comedy|Fantasy;NoTags
Sweetgrass (2009);Adventure|Documentary|Western;NoTags
Burlesque (2010);Drama|Musical|Romance;NoTags
Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010);Animation|Children|Fantasy;NoTags
Tucker & Dale vs Evil (2010);Comedy|Horror;black comedy
Yogi Bear (2010);Children|Comedy;NoTags
Made in Dagenham (2010);Comedy|Drama;NoTags
Green Hornet, The (2011);Action|Comedy|Crime|Fantasy|Thriller|IMAX;NoTags
Way Back, The (2010);Drama;NoTags
Warrior's Way, The (2010);Action|Fantasy|Western;NoTags
Season of the Witch (2011);Adventure|Drama|Fantasy;NoTags
Amer (2009);Drama|Horror;NoTags
Cowboys & Aliens (2011);Action|Sci-Fi|Thriller|Western|IMAX;NoTags
Anything for Her (Pour elle) (2008);Crime|Drama|Thriller;NoTags
Day & Night (2010);Animation|Children;NoTags
Marwencol (2010);Documentary;NoTags
Dilemma, The (2011);Comedy|Drama;NoTags
Down Argentine Way (1940);Comedy|Drama|Romance;NoTags
Trip, The (2010);Comedy|Drama;NoTags
Limitless (2011);Sci-Fi|Thriller;NoTags
Happy People: A Year in the Taiga (2010);Documentary;NoTags
Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009);Action|Animation|Drama|Sci-Fi;NoTags
I Spit on Your Grave (2010);Crime|Horror|Thriller;NoTags
Even the Rain (También la lluvia) (2010);Drama;NoTags
It Happened on Fifth Avenue (1947);Comedy|Romance;NoTags
Zeitgeist: Moving Forward (2011);Documentary;NoTags
No Strings Attached (2011);Comedy|Romance;NoTags
Lincoln Lawyer, The (2011);Crime|Drama|Thriller;NoTags
All-Star Superman (2011);Action|Adventure|Animation|Sci-Fi;NoTags
Girls About Town (1931);Comedy;NoTags
Kill! (Kiru) (1968);Action|Comedy|Drama;NoTags
Pekka ja Pätkä salapoliiseina (1957);Comedy;NoTags
Unknown (2011);Drama|Mystery|Thriller;NoTags
Cedar Rapids (2011);Comedy;NoTags
Gnomeo & Juliet (2011);Adventure|Animation|Children|Comedy|Fantasy|Romance;NoTags
Burke and Hare (2010);Comedy|Thriller;NoTags
Castaway on the Moon (Kimssi pyoryugi) (2009);Comedy|Drama|Romance;NoTags
Paul (2011);Adventure|Comedy|Sci-Fi;NoTags
Asphyx, The (1973);Horror|Sci-Fi;NoTags
Brother 2 (Brat 2) (2000);Crime|Drama;NoTags
Emma (2009);Comedy|Drama|Romance;NoTags
Drive Angry (2011);Action|Fantasy|Thriller;NoTags
Rango (2011);Action|Adventure|Animation|Children|Comedy|Western;NoTags
Take Me Home Tonight (2011);Comedy|Drama;NoTags
Confessions (Kokuhaku) (2010);Drama|Horror;NoTags
Adjustment Bureau, The (2011);Romance|Sci-Fi|Thriller;NoTags
Mechanic, The (2011);Action|Drama|Thriller;NoTags
Hall Pass (2011);Comedy;NoTags
Eagle, The (2011);Adventure|Drama;NoTags
I Am Number Four (2011);Action|Sci-Fi|Thriller|IMAX;NoTags
Battle: Los Angeles (2011);Action|Sci-Fi|War;NoTags
Summer Wars (Samâ wôzu) (2009);Adventure|Animation|Comedy|Sci-Fi;NoTags
Sunset Limited, The (2011);Drama;NoTags
Winnie the Pooh and the Honey Tree (1966);Animation|Children;NoTags
Mars Needs Moms (2011);Action|Adventure|Animation|Children|Comedy|Sci-Fi|IMAX;NoTags
Scooby-Doo! Curse of the Lake Monster (2010);Adventure|Children|Comedy|Mystery;NoTags
Winnie the Pooh and Tigger Too (1974);Animation|Children;NoTags
Hard Ticket to Hawaii (1987);Action|Comedy;NoTags
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010);Action|Crime|Drama;NoTags
Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008);Action|Crime;NoTags
Just Go with It (2011);Comedy|Romance;NoTags
Cave of Forgotten Dreams (2010);Documentary;NoTags
Red Riding Hood (2011);Fantasy|Horror|Mystery|Thriller;NoTags
Big Mommas: Like Father, Like Son (2011);Comedy;NoTags
Super (2010);Action|Comedy|Drama;NoTags
Troll Hunter, The (Trolljegeren) (2010);Fantasy|Horror;NoTags
Source Code (2011);Action|Drama|Mystery|Sci-Fi|Thriller;NoTags
Jane Eyre (2011);Drama|Romance;NoTags
Sucker Punch (2011);Action|Fantasy|Thriller|IMAX;NoTags
Chalet Girl (2011);Comedy|Romance;Comedy
BURN-E (2008);Adventure|Animation|Children|Sci-Fi;NoTags
Senna (2010);Documentary;NoTags
Family Guy Presents: It's a Trap (2010);Animation|Comedy|Sci-Fi;NoTags
Insidious (2010);Fantasy|Horror|Thriller;NoTags
Hobo with a Shotgun (2011);Action|Adventure|Crime|Thriller;NoTags
Win Win (2011);Comedy|Drama;NoTags
Room in Rome (Habitación en Roma) (2010);Drama|Romance;NoTags
Boy (2010);Comedy|Drama;NoTags
Diary of a Wimpy Kid: Rodrick Rules (2011);Comedy;NoTags
Henry's Crime (2010);Comedy|Crime;NoTags
Hop (2011);Animation|Children|Comedy;NoTags
Playing the Victim (Izobrazhaya zhertvu) (2006);Comedy;NoTags
Films to Keep You Awake: The Christmas Tale (Películas para no dormir: Cuento de navidad) (2005);Horror|Thriller;NoTags
13 Assassins (Jûsan-nin no shikaku) (2010);Action;NoTags
Hanna (2011);Action|Adventure|Mystery|Thriller;NoTags
Connections (1978);Documentary;NoTags
Into Eternity (2010);Documentary;NoTags
Daffy Duck's Quackbusters (1988);Animation|Children|Comedy|Horror;NoTags
American: The Bill Hicks Story (2009);Comedy|Documentary;NoTags
Arthur (2011);Comedy;NoTags
Scream 4 (2011);Comedy|Horror|Mystery|Thriller;NoTags
Rio (2011);Adventure|Animation|Children|Comedy;NoTags
Melancholia (2011);Drama|Sci-Fi;NoTags
Thor (2011);Action|Adventure|Drama|Fantasy|IMAX;NoTags
Louis C.K.: Hilarious (2010);Comedy;NoTags
Louis C.K.: Chewed Up (2008);Comedy;NoTags
Atlas Shrugged: Part 1 (2011);Drama|Mystery|Sci-Fi;NoTags
Louis C.K.: Shameless (2007);Comedy;NoTags
Mildred Pierce (2011);Drama;NoTags
Voices from the List (2004);Documentary;NoTags
Water for Elephants (2011);Drama|Romance;NoTags
African Cats (2011);Adventure|Documentary;NoTags
Kill the Irishman (2011);Action|Crime;NoTags
Fast Five (Fast and the Furious 5, The) (2011);Action|Crime|Drama|Thriller|IMAX;NoTags
Louis Theroux: Law & Disorder (2008);Documentary;NoTags
Idiots and Angels (2008);Animation|Drama|Fantasy;NoTags
Incendies (2010);Drama|Mystery|War;NoTags
Soul Surfer (2011);Action|Drama;NoTags
Something Borrowed (2011);Comedy|Drama|Romance;NoTags
Bridesmaids (2011);Comedy;NoTags
Priest (2011);Action|Horror|Sci-Fi|Thriller;NoTags
Mothra (Mosura) (1961);Adventure|Fantasy|Sci-Fi;NoTags
Pirates of the Caribbean: On Stranger Tides (2011);Action|Adventure|Fantasy|IMAX;NoTags
Midnight in Paris (2011);Comedy|Fantasy|Romance;NoTags
The Man from Nowhere (2010);Action|Crime|Thriller;NoTags
Tree of Life, The (2011);Drama;NoTags
Hangover Part II, The (2011);Comedy;NoTags
Nothing to Declare (Rien à déclarer) (2010);Comedy;NoTags
Across the Hall (2009);Thriller;NoTags
Roommate, The (2011);Drama|Thriller;NoTags
Attack the Block (2011);Action|Comedy|Sci-Fi;NoTags
The Way (2010);Adventure|Comedy|Drama;NoTags
Let the Bullets Fly (2010);Action|Comedy;NoTags
Kung Fu Panda 2 (2011);Action|Adventure|Animation|Children|Comedy|IMAX;NoTags
X-Men: First Class (2011);Action|Adventure|Sci-Fi|Thriller|War;NoTags
Submarine (2010);Comedy|Drama|Romance;NoTags
American Grindhouse (2010);Documentary;NoTags
Everything Must Go (2010);Comedy|Drama;NoTags
Beginners (2010);Drama;NoTags
Super 8 (2011);Mystery|Sci-Fi|Thriller|IMAX;NoTags
Bernie (1996);Comedy|Drama;NoTags
Green Lantern (2011);Action|Adventure|Sci-Fi;audience intelligence underestimated|CGI|cheesy|comic book|DC|DC Comics|Ryan Reynolds|space|superhero
Elektra Luxx (2010);Comedy;NoTags
Mr. Popper's Penguins (2011);Comedy;NoTags
Bad Teacher (2011);Comedy;NoTags
Transformers: Dark of the Moon (2011);Action|Adventure|Sci-Fi|War|IMAX;NoTags
Larry Crowne (2011);Comedy|Drama|Romance;NoTags
Your Highness (2011);Action|Adventure|Comedy|Fantasy;NoTags
Too Big to Fail (2011);Drama;NoTags
Takers (2010);Action|Crime|Thriller;NoTags
My Life as McDull (Mak dau goo si) (2001);Animation|Comedy|Drama;NoTags
Zookeeper (2011);Comedy;NoTags
Horrible Bosses (2011);Comedy|Crime;NoTags
Cars 2 (2011);Adventure|Animation|Children|Comedy|IMAX;NoTags
Between the Folds (2008);Documentary;NoTags
Delhi Belly (2011);Comedy|Crime;NoTags
Upside Down: The Creation Records Story (2010);Documentary;britpop|indie record label|music
Monte Carlo (2011);Adventure|Comedy|Romance;NoTags
Harry Potter and the Deathly Hallows: Part 2 (2011);Action|Adventure|Drama|Fantasy|Mystery|IMAX;NoTags
Drive (2011);Crime|Drama|Film-Noir|Thriller;NoTags
Captain America: The First Avenger (2011);Action|Adventure|Sci-Fi|Thriller|War;NoTags
Crazy, Stupid, Love. (2011);Comedy|Drama|Romance;NoTags
One Day (2011);Drama|Romance;NoTags
Guard, The (2011);Comedy|Crime;NoTags
Winnie the Pooh (2011);Animation|Children|Comedy;NoTags
Woman, The (2011);Horror;NoTags
New One-Armed Swordsman, The (Xin du bi dao) (1971);Action|Drama|War;NoTags
Mike's New Car (2002);Animation|Comedy;NoTags
Smurfs, The (2011);Animation|Children|Comedy;NoTags
Friends with Benefits (2011);Comedy|Romance;comedy|funny|happy ending|HOT actress|Justin Timberlake|Mila Kunis|New York City|romance|sex
Paper Birds (Pájaros de papel) (2010);Comedy|Drama;NoTags
Blitz (2011);Action|Crime|Thriller;NoTags
Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) (2010);Crime|Drama|Thriller;NoTags
Our Idiot Brother (2011);Comedy;NoTags
SUBWAYStories: Tales from the Underground (1997);Drama;NoTags
Death Race 2 (2010);Action|Sci-Fi|Thriller;NoTags
Rise of the Planet of the Apes (2011);Action|Drama|Sci-Fi|Thriller;NoTags
Terri (2011);Comedy;NoTags
